cnd_id,word_id,word_phrase,category,allow_use,consent_required,consenting_body,Examiner Information,Formatted Client Instructions (instructions)
297,736,UNDERWRITERS,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca 
298,120,CCC,Alert,Y,,,Can Only Be Used At The End Of A Bc Or Extrapro Community Contribution Company. Can Not Be Used As A Prefix ,
298,164,COMMUNITY CONTRIBUTION COMPANY,Alert,Y,,,Can Only Be Used At The End Of A Bc Or Extrapro Community Contribution Company. Can Not Be Used As A Prefix ,
299,278,GEOLOGICAL,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8086",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8086. Please Scan Your Consent To bcregistries@gov.bc.ca "
299,279,GEOLOGIST,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8086",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8086. Please Scan Your Consent To bcregistries@gov.bc.ca "
299,285,GEOSCIENTIST,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8086",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8086. Please Scan Your Consent To bcregistries@gov.bc.ca "
300,35,ASSURANCES,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
300,37,ASSURE,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
300,116,CASUALTY,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
300,338,INSURER,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
300,339,INSURERS,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
300,385,LIABILITY,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
300,630,REINSURE,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
300,631,REINSURER,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
301,36,ASSURANT,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
301,38,ASSUREUR,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
301,199,DASSURANCES,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
301,201,DE FIDUCIE,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
301,260,FIDUCIARE,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
301,735,UNDERWRITER,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
301,764,WARRANTIES,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
301,765,WARRANTY,Finance,Y,Y,,,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
302,261,FIDUCIE,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
302,273,GARANTIE,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
302,326,INDEMNITE,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
302,370,LASSURANCE,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
302,371,LASSUREUR,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
302,574,REASSURANCE,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
302,575,REASSURANCES,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
302,685,SOUSCRIPTION,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
303,686,SOUSCRIRE,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
303,693,SUCSRIPTEUR,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
303,698,SURETE,Finance,Y,Y,The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc  V6B 4N6  Phone Number:  604-660-3555  Attn:  Statutory Approvals,,Use of this Term Requires Consent From The Superintendent Of Financial Institutions Ste 2800 Box 12116 555 West Hastings St.  Vancouver Bc V6B 4N6  Phone Number:  604-660-3555  Attn:  Marilyn Almanos. Please Scan Your Consent To bcregistries@gov.bc.ca
304,486,PA,Professional Body,Y,,Institute Of Chartered Professional Accountants Of British Columbia 1-800-663-2677,You may be able to use this term if it is not related to financial or tax services. Ie: PA Edibles Ltd.,Use of this Term Requires Written Consent From The Institute Of Chartered Professional Accountants Of British Columbia 1-800-663-2677. Please Scan Your Consent To bcregistries@gov.bc.ca
304,538,PROFESSIONAL ACCOUNTANTS,Professional Body,Y,Y,Institute Of Chartered Professional Accountants Of British Columbia 1-800-663-2677,,Use of this Term Requires Written Consent From The Institute Of Chartered Professional Accountants Of British Columbia 1-800-663-2677. Please Scan Your Consent To bcregistries@gov.bc.ca
305,438,ND,Professional Body,Y,,"The College Of Naturopathic Physicians Of Bc 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca",You may be able to use this term if it is not related to naturopathic services and care. Ie: ND Home Construction Ltd.,"Use Of This Term Requires Written Consent From:  The College Of Naturopathic Physicians Of Bc 840, 605 Robson St.,Vancouver Bc V6B 5J3 T(604)688-8236 F (604)688-8476 E-Mail: Admin@Cnpbc.Bc.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca "
306,214,DENTISTS,Professional Body,Y,Y,"The College Of Dental Surgeons Of British Columbia Ph: 604 736-3621, 500-1765 W. 8Th Ave Vancouver",,"Use Of This Term Requires Written Consent From The College Of Dental Surgeons Of British Columbia Ph: 604 736-3621, 500-1765 W. 8Th Ave Vancouver. Please Scan Your Consent To bcregistries@gov.bc.ca "
307,8,ABSTRACT,Alert,N,N,,Abstract Homes And Renovations - Do Not Associate With Abstract Developments Ltd. ,
308,570,REALTOR,Real Estate,Y,Y,Canadian Real Estate Association - (613)237-7111,,Requires Consent Of Trademark Holder -  Canadian Real Estate Association - (613)237-7111. Please Scan Your Consent To bcregistries@gov.bc.ca 
308,571,REALTORS,Real Estate,Y,Y,Canadian Real Estate Association - (613)237-7111,,Requires Consent Of Trademark Holder -  Canadian Real Estate Association - (613)237-7111. Please Scan Your Consent To bcregistries@gov.bc.ca 
309,67,BC ROYAL,Protocol,Y,Y,The Office Of Protocol. Approval Takes 7 - 10 Days. Applications Forms At Http://Gov.Bc.Ca/Useofbcname.,"A name may not imply a connection with the Crown or Royal Family; if it could be remotely construed as being connected to the Royal Family, the name should be rejected. 

If the descriptive element is broader in nature it should be rejected, if it is related to a specific occupation not likely to be performed by the Royal Family it can be approved (e.g. Royal Properties Ltd. or Royal Holdings Ltd. should be rejected, but Royal Plumbing Ltd. can be approved.).  

If the reference is a geographic location it can be approved (e.g. Prince George Properties Ltd. is acceptable).
","Please Scan Your Consent To bcregistries@gov.bc.ca Use Of ""British Columbia"" Requires Consent From  The Office Of Protocol. Approval Takes 7 - 10 Days. Applications Forms At Http://Gov.Bc.Ca/Useofbcname.                       
                                                                                                                                                                                                                                                                             Requires Consent Of Chief Herald Of Canada, Canadian Heraldic Authority Rideau Hall 1 Sussex Drive Ottawa, On K1A 0A1, Ph 1-800-465-6890 Www.Gg.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca

Please Scan Your Consent To bcregistries@gov.bc.ca
"
